F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
-89.85,3793.35,0.54,-16.5,25128.21,Europe,1317.5,-200.49,High,482.85,-274.35,-569.96,-38.8,-28.28,-1516.5,-6.52,2562.96,6.76,-19434.2,-10.58,2544.58,1229.28,2.35,-7.68,-7252.52,-13.3,25.86,237.06,23769.94,280.05,4,-401.7,23.04,-672.74,8,165.38,470.2
-230.01,1924.41,1.7,-18.02,8601.72,UK,3989.82,249.22,Low,358.17,-379.92,-438.97,-60.64,-34.9,-1670.82,-12.8,1612.49,5.93,-13174.42,-130.76,2907,1199.92,1.67,0.27,-10469.35,-4.22,46.98,239.85,13398.06,251.1,2,-142.74,21.95,-1488.54,3,163.61,1929.01
-265.86,2159.94,35.62,-14.6,12016.8,USA,2311.58,527.53,Very high,190.02,-303.81,-206.7,-36.52,-91.72,-978.48,30.96,1289.11,7.14,-14979.84,-114.48,41.59,2235,4.19,-13.53,-8813.32,-12.48,48.81,384.75,22372.56,354.51,6,-274.23,19.36,-1832.68,2,149.42,2616.14
-162.99,3809.22,0.02,-16.64,1093.2,USA,3601.78,304.44,Very low,527.49,-93.45,-365.49,-39.04,-43.82,-2442.72,56.26,-1447.1,1.92,-8660,-145.3,2720.67,3460.32,1.43,-3.24,-11689.27,-13.52,38.31,24.81,25465.98,271.86,3,-418.83,22.5,-1694.7,3,294.67,1201.67
-37.68,1266.06,2.12,-14.94,-2477.13,USA,3770.9,9.11,Very high,445.17,-181.02,-748.82,-34.04,-79.38,-1015.02,-36.26,867,1.37,904.66,-52.1,1905.26,2710.92,5.59,-23.43,-4902.58,-14.58,62.43,369.6,21821.52,-37.74,1,-245.16,19.55,-736.18,2,195.93,1833.76
-241.65,1082.97,1.96,-21.6,4916.73,Europe,3782.84,524.86,Low,350.19,-311.07,-530.7,-26.46,-156.08,-1664.4,-21.21,1321.96,8.68,-7771.06,-104.02,3156.48,2600.66,2.78,-4.86,-9531.09,-7.24,44.37,327.96,12360.4,143.22,2,-233.55,21.42,-603.86,2,28.94,361.34
-114.99,3308.64,3.16,-19.48,2843.43,UK,3503.5,-114.51,Medium,480.12,-282.42,-437.99,-43.4,-124.26,-1567.28,-32.05,4125.55,0.85,-17057.64,-185.78,2546.67,1043.38,3.78,-16.11,-10467,-0.44,41.52,448.26,17203.8,139.26,6,-305.28,19.75,-110.5,2,174.57,2571.62
-199.98,897.09,0.04,-21.06,-622.23,Europe,5100.94,-648.2,Medium,257.7,-409.14,-234.5,-43.28,-126.1,-1581.4,-32.12,902.09,2.94,-9610.1,-196.9,2245.93,2519.02,4.58,-3.87,-6158.67,-14.26,95.19,304.02,20454.04,520.44,2,-326.64,19.41,-1269.3,5,115.74,-155.24
-266.46,980.7,92.62,-14.76,10925.49,Europe,2641.3,-0.68,Low,446.58,-275.64,-466.68,-43.72,-52.16,-1486.08,-6.23,1449.18,0.51,3696.36,-113.84,2394.7,1696.3,2.75,2.22,-12057.29,-16.68,41.85,443.91,23314.76,216.27,0,-269.61,18.72,-2378.42,3,167.17,1225.05
-311.34,1206.39,1.74,-17.06,1196.97,UK,3997.74,-316.77,Medium,533.13,47.4,-502.1,-38.16,109.88,241.82,-28.56,3041.21,3.37,-10995.56,-47.9,2121.45,3078.4,8.96,1.86,-4954.51,-12.3,24.21,396.6,25258.46,215.61,7,-307.02,19.35,-2157.82,7,83.12,-1307.75
-159.42,2081.25,0.3,-21.18,-1175.76,USA,4552.12,473.1,High,457.5,-260.55,-1385.5,-27.98,23.24,-2300.5,-24.16,5802.61,7.77,641,-134.24,2054.5,2154.36,8.16,-3.42,-16097.04,-0.64,44.94,337.14,18854.86,186.72,6,-255.39,17.97,-1845.86,5,180.68,840.48
-268.98,2333.61,130.78,-19.7,4516.71,USA,5144.8,101.76,Medium,407.82,-67.29,-43.19,-37.24,-7.98,-1633.38,-0.9,-1115.56,6.59,-6394.1,-47.62,1859.62,2033.7,5.95,-13.56,-6905.41,8.36,36.06,306.57,19449.24,503.64,7,-179.58,17.22,-1979.34,4,143.02,1112.12
-257.22,3340.8,2519.02,-21.42,15547.08,UK,3779.94,229.07,High,496.17,-408.72,-1080.02,-37.18,39.8,-1130.64,-15.71,1563.34,5.73,-3538.38,-119.38,2369.9,2576.26,5.84,-22.53,-12941.36,-1.42,48.87,242.82,24823.12,45.87,2,-217.29,20.08,-1106.72,5,171.67,2987.93
-191.37,1850.22,0.86,-14.44,8431.59,Europe,3765,293.43,Very high,467.43,-397.44,-944.93,-45.68,-85.46,-931.86,39.13,2482.25,5.04,-5384.74,-115.28,2947.57,2416.02,2.7,-9.84,-14456.28,3.48,47.25,137.49,16673.82,292.92,5,-325.29,23.33,-973.36,5,245.18,1040.54
-246.63,838.95,15.3,-16.04,13655.25,UK,7150.4,-30.7,High,452.76,-435.21,-604.8,-34.14,6.42,-1958.58,21.28,1136.32,3.66,-9386.38,-88.24,1879.98,2341.92,3.59,-15.21,-8645.05,0.04,48.09,249,13110.02,54,4,-236.19,17.21,-1260.38,4,154.5,1775.48
-182.25,2451.69,0.02,-26.6,-988.62,Europe,3435.7,608.61,High,383.16,-272.61,-350.97,-24.86,-163.04,-1414.88,-53.3,333.39,3.6,-879.26,0.4,2628.88,2476.7,0.62,-6.99,-7731.93,-4.1,58.26,292.2,15320.84,226.74,5,-439.59,21.39,-1821.14,4,159.74,-30.3
-175.05,1416.6,2.3,-15.08,-15123.87,Rest,5188,129.1,Very high,394.89,-218.1,-100.46,-36.04,-131.22,-1785.4,-6.76,874.69,7.12,-5449.46,-63.5,2317.38,2172.7,8.04,-2.97,-3789.56,-34.7,41.76,326.55,20698.44,183.36,6,-287.79,19.13,-1258.56,2,147.05,2565.44
-412.17,1037.7,0.04,-30.04,9884.25,Europe,3988.54,-117.68,Very high,618.99,-250.89,34.05,-35.68,-82.5,-2710.26,-49.96,6300.11,11.59,-8535.6,-89.86,1845.68,2675.52,2.49,-7.53,-10070.42,-19.92,47.67,325.59,28609.24,519.09,3,-299.13,19.47,-1184.62,4,183.51,-109.15
-191.52,2095.71,1.32,-22.76,-10416.27,UK,3274.32,-91.81,Very low,62.79,-256.14,-851.62,-45.12,-119.28,-1700.68,-45.22,4163.05,5.58,-6640.58,-56.92,2140.43,1609.46,3.33,-8.61,-16067.32,-15.04,68.01,353.13,21476.54,317.91,4,-396.48,18.03,-1270,5,170.46,-75.76
-140.4,2198.46,41.68,-16.72,4171.38,UK,4246.36,569.98,Medium,422.31,-291.33,-598.68,-34.06,-15.62,-1119.06,19.32,5456.86,3.82,-9846.14,-37.98,2355.59,950.9,2.53,-47.25,-10678.36,-10.8,52.05,201.3,23129.06,254.07,3,-498.66,25.76,-904.54,4,203.77,2736.69
-259.11,2073.78,1.1,-29.22,14403.54,USA,3651.46,49.97,Very high,489.57,-449.31,-232.61,-39.78,-50.88,-2095.36,-26.19,6293.8,-0.04,-20173.86,-157.54,2733.13,2821.12,1.45,-16.74,-3602.5,6.48,13.59,315.09,13222.66,177.27,5,-401.88,21.75,-1306.56,5,240.73,-345.53
-280.65,1227.93,15,-17.08,2848.98,Europe,3598.7,-94.59,High,423.18,-279.57,-656.85,-34.34,141.04,-2298.9,-5.74,6733.73,7.28,-6239.56,-55.88,2951.51,2703.98,0.94,-11.31,-9186.33,4.88,54.42,312.09,13687.96,350.52,4,-378.54,19.34,-252.98,3,155.47,833.02
-312.93,3163.47,0.2,-22.14,3163.29,USA,4185.56,60.08,Very high,433.29,-243.57,-1102.43,-52.76,-19.36,-394.18,15.34,3390.63,4.27,-6615.78,-103.2,2280.73,2882.5,9.68,-8.25,-10282.16,2.76,50.28,388.95,17863.2,267.27,7,-315.93,21.55,-1930.82,3,301.08,1175.2
-324.27,2551.32,1.58,-12.92,-9672.33,USA,4118.86,695.39,Medium,477.57,-212.82,-781.84,-36.18,-101.96,-1322.36,-41.38,5725.58,0.08,1346.44,-99.9,2398.6,2205.26,3.89,-8.43,-5100.96,-8.96,20.1,159.93,18343.36,309.93,6,-193.95,16.34,-925,4,133.07,1264.81
-343.53,1603.83,0.24,-13.44,3853.29,Europe,5073.26,-46.75,Very high,409.38,-178.95,-610.06,-33.36,-90.4,-2707.26,-26.09,5649.24,2.51,-7659,-119.08,1960.62,2408.74,2.35,-4.32,-4513.55,-12.12,32.7,300.78,19636.98,200.37,5,-288.99,22.85,-1791.92,5,209.85,353.24
-140.43,1970.01,0.56,-16.04,2408.28,Rest,3314.98,573.67,Very low,521.64,-157.59,-456.88,-27.7,-24.84,-1917.18,9.14,1112.92,5.89,-5629.08,-101.94,3336.06,1689.84,2.42,-29.37,-12045.3,-16.22,38.97,329.52,34373.5,233.04,5,-291.84,19.91,-528.6,1,176.56,2679.3
-233.28,561.09,8.76,-16.6,13040.58,UK,3581.52,408.82,Low,553.62,-110.46,-604.47,-36.86,-29.98,-2391.3,-65.37,331.84,8.96,-7117.62,-59.5,2475.89,2695.1,2.94,11.88,-9030.6,-17.6,56.4,289.23,15690.66,201.66,4,-183.09,23.46,-2274.52,4,138.65,366.28
-282.48,2496.45,481.54,-23.88,6248.13,UK,2606.94,178.34,Very low,403.35,-272.67,-310.74,-51.24,-71.7,-850.58,-10.87,7037.91,2.2,-6207.84,-116.28,2430.7,2604.48,4.27,-13.92,-13069.98,-11.74,53.55,85.89,27321.58,179.43,2,-230.7,14.18,-1720.88,6,66.74,1669.01
-309.99,3235.05,0,-21.04,11910.12,USA,3934.4,-293.37,Low,377.85,-220.65,-448.66,-31.68,-156.72,-1036.7,-100.09,2093.09,7.06,-6288.96,-25.58,2775.34,3401.5,0.36,-6.51,-8780.68,-10.86,49.2,494.04,21475.6,247.65,0,-182.01,19.65,-1025.74,3,210.18,561.05
-309.6,2191.44,0.48,-17.88,20319.18,Europe,4251.32,66.86,Low,181.05,-82.02,-616.65,-8.76,-130.28,-1175.62,15.51,969.9,4.26,-15823.64,39.28,2332.34,2915.02,1.97,21.93,-1527.85,1.26,49.65,545.64,17932.44,415.86,3,-252.87,20.69,-1662.14,8,139.38,-142.77
-222.69,1252.47,2.24,-21.44,16268.94,UK,3937.36,287.07,Medium,630.12,-258.9,-308.03,-33.72,-218.3,-1263.66,22.93,961.94,5.4,-10006.18,-221.94,2022.84,3708.6,3.35,-7.77,-7258.77,-14.94,54.84,222.03,20611.82,-114.84,5,-364.86,18.32,-1021.58,4,256.53,-406.51
-147.69,1894.74,0,-16.96,12174.84,USA,4007.92,38.78,Very low,772.62,-235.41,-819.47,-35.38,-75.9,-851.3,-49.78,4622.33,4.58,-5862.96,-116.6,2022.71,2190.14,1.97,-1.32,-13565.79,-3.9,53.01,312.03,10970.26,238.38,3,-440.55,17.65,-1333.66,1,92.55,676.87
-236.73,1010.37,37.46,-12.18,-2599.29,UK,3629.78,203.27,High,350.13,-224.28,-21.74,-28.18,-128.48,-2912.48,-12.97,1509.35,6,-5601.46,-100.88,1953.18,2428.06,4.6,-16.26,-9602.09,-10.72,49.2,513.3,22059.28,158.52,1,-352.68,19.73,-1919.62,2,173.71,2939.43
-85.59,2676.84,1.24,-14.5,5971.74,UK,4645.48,123.78,Low,726.6,-203.1,-740.98,-32.9,-80.58,-2098.06,-4.86,4195.54,7.61,2969.5,-185.36,2025.2,2525,6.71,-60.06,-9087.4,-6.48,45.51,508.59,27277.48,159.42,1,-235.05,28.25,-2775.42,5,207.77,2080.12
-280.26,1204.83,28.52,-30.14,14978.4,Europe,4251.36,371.13,High,565.53,-227.88,-990.58,-42.32,-151.68,-1511.78,6.31,4685.9,2.25,-6637.62,-177.94,1955.64,2632.48,2.23,8.1,-11987.5,-5.12,50.07,258.09,17867.34,335.76,6,-374.7,21.84,-1962.86,1,90.11,440.72
-513.3,1470.6,2.64,-14.58,30.75,USA,3701.3,96.44,Medium,174.57,-53.97,-702.63,-26.94,-95.62,-703.76,-24.84,3385.42,0.39,-19662.26,-10.52,1491.63,3311.18,4.53,-3.12,-7591.8,-16.8,22.35,386.52,16088.14,207.48,5,-441.9,22.07,-1902.34,5,109.67,672.08
-204.03,1432.5,3.44,-22.5,-139.65,UK,3236.76,431.08,Very low,399.54,-93,-53.39,-30.9,-86.32,-2289.24,21.04,-2639.59,8.29,-2141.6,-140.66,2368.94,2682.72,1.56,-20.46,-8601.35,-6.14,48.57,403.32,27624.4,348.63,5,-199.98,21.2,-1181.54,3,124.49,-562.55
-195.54,3174.48,4.88,-14.7,17711.31,USA,5183.1,539.58,Low,562.29,-263.16,-807.29,-29.72,-95.28,-1152.52,-39.53,3214.33,6.21,-11745.04,-108.02,2662.54,3156.58,2.54,-7.26,-7912.04,-11.96,59.4,245.79,21006.76,234.18,8,-182.97,15.49,-1465.88,3,186.85,1506.14
-135.84,1835.4,1.58,-23.78,11602.95,Europe,3763.36,-140.02,High,586.05,-427.26,-818.41,-32.36,-79.06,-1673.5,-78.84,5753.43,0.9,-1459.74,-84.76,2091.49,3244.48,4.05,1.23,-11441.78,-6.5,50.76,264.78,15766.42,427.17,5,-281.7,15.68,-1736.16,6,161.82,116.79
-236.91,1435.86,0.72,-19.8,10002.45,USA,4137.94,457.97,Very high,488.52,178.68,-358.3,-30.68,-61.92,-376.16,-34.36,5054.99,7.99,-19008.6,-30.36,3140.62,2024.12,1.36,-12.9,-14050.92,-20.56,53.4,236.82,18763.96,307.56,2,-308.52,46.02,-10.8,5,166.79,1425.01
-134.4,564.63,63.26,-23.08,11302.44,USA,4108.98,122.74,Very low,433.44,-345.78,-526.2,-35.9,20.28,-812.36,-73.41,2076.12,1.9,-14102.42,-89.24,2613.3,3321.66,5.36,-12.54,-8345.72,-4,51.84,471.69,14766.66,232.44,4,-320.31,20.99,-2860.56,4,21.38,-177.35
-152.1,1472.46,1.58,-34.4,10216.74,USA,3652.52,93.88,Medium,471.81,-234.39,-550.8,-35.52,-115.44,-1968.52,3.39,4526.89,0.37,-5603.1,-9.92,1884.49,3413.54,8.72,-3.27,-9197.6,-3.76,23.61,211.74,28173.48,231.66,7,-406.53,22.04,-1581.2,5,166.24,-1413.62
-281.01,944.4,4.46,-19.92,12587.91,UK,3746.36,536.48,Low,401.94,-353.64,-215.98,-26.74,-22.42,-1735.78,-31.1,3060.54,1.2,241.76,-90.96,2587.72,2671.6,1.77,-4.5,-12705.51,-4.7,68.61,354.3,11004.42,283.41,2,-237.78,24.63,-1660.74,2,156.99,1899.59
-160.26,2525.58,3.14,-30.64,214.35,Europe,1770.6,80.38,Very high,592.8,-263.67,-469.66,-59.62,-103.04,-1146.04,-12.84,-3815.28,1.04,-9930.86,-158.06,1678.65,2000.44,6.56,-23.79,-12804.44,-12.16,34.44,165.75,10465.76,232.83,7,-267.06,17.26,-1805.2,2,211.62,487.11
-146.67,1332.36,6.8,-25.16,7233.99,Europe,4572.32,-24.26,High,631.02,-249.51,-1257.92,-37.08,-81.68,-1061.5,-24.69,6693.26,-0.66,-16459.2,-84.72,2187.15,2237.02,3.96,-11.97,-8631.42,-8.46,46.83,212.1,25032.8,319.92,5,-384.51,20.72,-1240.68,2,137.67,346.86
-233.97,1639.56,0.14,-20.9,8087.94,Europe,4842.3,320.39,Very high,450.72,-313.89,-609.11,-31.54,-74.02,-638.36,-38.92,2051.5,5.11,-8301.84,-56.1,2565.26,1254.62,5.41,-6.69,-6631.29,-11.06,41.58,407.37,25293.06,294.48,3,-360.33,13.14,-2596.04,2,134.4,502.27
-200.91,1170.06,0.02,-21.22,27743.94,USA,5292.2,144.39,Low,556.5,41.07,-700.55,-40.4,-39.9,-830.64,-19.4,822.19,7.53,-6433.16,-124.9,2704.09,2458.24,2.37,-13.44,-12993.39,11.58,22.74,262.83,33450.32,315.48,7,-160.95,19.26,-2167.54,1,191.05,17.45
-247.05,1840.62,1.2,-16.3,14097.9,UK,2838.1,36.47,Very low,593.58,-350.61,-44.6,-35.32,-55.66,-1230.16,-34.17,-4910.3,4.38,-7956.38,-83.66,2150.68,2840.8,0.88,-13.98,-12515.92,8.32,48.75,363.81,30226.64,220.11,7,-332.16,27.7,157.28,8,183.53,-1072.23
-437.46,1611.57,0.26,-17.7,3917.43,Rest,3346.48,-91.17,Medium,416.31,-187.53,-92.26,-35.26,-107.98,-872.3,-48.82,3087.63,3.97,-15141.26,-24.08,3724.17,2986.4,2.48,-16.47,-12508.64,-3.46,44.04,-78.51,20875.82,-39.33,3,-283.74,20.99,-2069.64,4,183.91,1423.59
-518.1,1370.97,0.04,-15.74,9117.03,Europe,4031.04,-164.82,Very low,500.94,-192.63,-1005.98,-37.42,-52.82,-1394.12,-38.46,4365.95,-3.28,-14782.8,-52.78,1867.47,1997.02,1.32,2.04,-14016.43,4.54,52.38,270.15,23914.24,264.3,2,-252.9,16.44,-719.92,6,158.44,40.32
-141.15,3405.24,98.82,-18.74,12017.43,USA,3899.28,258.17,Low,466.11,-42.36,-986.3,-32.72,-26.08,-815.64,-17.04,3134.27,0.77,-4379.6,3.58,2204,2367.98,11.28,-28.26,-8700.61,-1.48,54.33,72.57,12712.58,226.23,6,-456.96,25.3,-1120.08,3,168.02,1794.8
-207.54,1400.67,0.12,-27.3,16349.94,UK,2911.62,-187.81,Medium,499.62,-196.65,-1034.61,-48.56,22.12,-1638.24,-23.46,2962.43,4.06,1928.3,-145.18,3069.79,2902.76,0.63,-8.37,-6805.02,1.64,33.75,183.72,15660.94,186.81,4,-412.08,31.42,-664.08,8,181.44,-1518.03
-358.26,1734.51,38.82,-27.6,3896.46,Europe,3504.82,761.19,High,545.67,-216.24,-846.75,-46.24,-107.54,-938.22,-10.36,2063.34,2.66,-7588,-81.4,2172,1667.9,1.22,-8.04,-12291.54,-13.66,47.49,286.29,10575.6,226.17,4,-252.87,20.79,-1843.54,3,166.3,699.69
-242.25,1127.34,12.32,-20.98,16324.17,Rest,3213.46,71.49,Low,465.72,-217.26,-827.58,-31.62,-211.16,-606.68,-4.33,-2143.69,11.79,-4893.9,-147.06,2287.88,3038.18,1.81,5.07,-10735.04,-12.48,43.92,267.24,28248.7,232.83,2,-329.25,20.27,-1383.48,5,116.09,531.51
-187.71,1793.04,0.08,-24.38,16772.94,USA,2440.56,-352.81,High,568.53,-284.07,-435.32,-29.82,54.72,-1478.58,-38.41,-3630.61,2.53,-8393.2,6.52,2888.93,2852.82,5.09,-24.48,-8017.65,-1.88,19.26,230.79,18235.52,241.53,3,-301.98,16.74,-1633.36,4,112.94,-50.82
-271.71,2638.17,52.02,-16.76,-1947.12,UK,4020.18,236.47,Very high,511.2,-244.86,-787.27,-39.7,-114.94,-1046.12,-26.72,1030.46,-2.01,3744.96,-204.6,2323.2,2987.32,2.9,-12.03,-10691.69,-16.32,31.56,327.12,16800.46,311.31,7,-341.94,20.64,-1321.86,6,147.21,2624.56
-211.05,1909.68,0.02,-14.78,18779.82,Rest,4467.8,177.76,Low,516.48,-195.36,87.3,-34.24,-27.96,-719.22,-34.14,2627.17,2.28,-15203.68,-131.26,2423.02,2383.52,9.76,18.48,-8871.45,-14.56,43.29,269.13,32173.5,-47.61,2,-354.96,16.75,-1606.92,4,150.5,343.2
-455.01,1685.64,0.68,-24.04,18548.34,UK,4196.4,213.61,Medium,607.2,-80.28,-1167.28,-37.12,-28.92,-844.78,0.61,-3192.99,-1.12,-17940.28,-178.6,2226.66,3566.16,10.12,-16.71,-14580.05,-12.28,43.71,353.61,25501.64,-50.4,2,-386.76,23.68,-1197.54,5,167.83,277.33
-185.85,1606.56,5.62,-26.76,11560.08,USA,3433.68,312.11,High,468.75,-281.82,-826.44,-39.24,-13.32,-1770.44,-66.23,4581.5,1.33,-2780.28,-41.54,3606.52,3126.02,3.56,-14.58,-11233.09,-11.72,35.97,582.75,21744.2,75.54,1,-503.1,24.63,-1241.78,4,250.12,942.23
-94.98,2306.28,2.92,-18.98,-68.28,UK,4078.98,170.19,High,448.11,-235.23,-935.98,-35.98,-60.6,-2240.32,-7.81,-559.03,2.79,-9464.46,-125.7,2276.47,3075.98,2.19,9.54,-10531.78,-10.74,32.64,176.55,22835.32,257.13,4,-379.62,18.93,-1101.04,4,278.21,2280.84
-203.31,927.21,0.38,-20.9,1692.21,USA,2458.16,361.08,Medium,397.59,-248.49,-164.01,-48.08,-109.48,-997.74,-29.75,8361.64,4.37,-11072.72,-164.4,2279.38,2529.36,8.41,-49.47,-6192.08,0.88,68.52,377.43,21407.24,379.98,5,-261.6,24.71,-472.32,3,154.83,-158.19
-249.81,1294.71,1.2,-23.22,18389.73,USA,3914.04,245.74,High,530.64,-234.78,-558.69,-41.6,-28.2,-1395.3,-35.02,1045.02,4.03,-12672.4,-55.2,2529.7,2312.82,2.66,3.06,-17912.23,-9.84,41.52,269.22,15685.48,99.93,3,-208.26,11.58,-1397.4,7,188.51,583.77
-309.54,2944.11,20.88,-16,2875.89,Rest,3966.42,-59.89,Medium,400.98,-115.74,-713.19,-50.64,-127.88,-984.62,-46.41,4673.32,8.48,-19067.02,-79.82,2437.75,2658.24,3.33,0.63,-9558.05,1.52,82.41,174.54,25246.48,118.71,4,-298.59,20.42,-1916.82,5,237.04,3449.46
372.54,1836.66,0.06,-14.8,16139.94,USA,3762.82,432.36,Medium,531.57,-539.73,-520.18,-44.26,-16.36,-1848.96,-22.4,-695.24,6.8,-11074.14,-146.28,2515.22,2470.1,3.81,-4.32,-8731.56,-10.26,62.52,489.36,28660.28,99.57,4,-206.94,19.95,-794.4,3,187.15,899.81
-296.82,1522.02,2.38,-21.92,6142.2,Rest,4461.86,209.79,Medium,414.9,-408.57,-262.54,-6.08,-38.36,-2435.72,-31.22,5809,8.54,-10824.2,-72.52,2463.28,3027.28,1.3,-7.89,-12170.7,-4.48,53.49,269.88,23100.66,184.5,6,-197.76,21.9,-1677.32,6,121.16,79.02
-255.09,2210.91,0.06,-19.94,1478.34,UK,3695.48,-478.77,Medium,492.87,-163.83,-456.41,-51.92,-5.52,-2725.78,5,3877.68,-0.55,-21264.54,-197.34,2561.77,2799.62,2.84,-25.95,-11001.09,-5.74,39.66,148.5,18058.82,219.96,2,-219.87,8.86,-1787.12,2,107.34,1524.53
-63.9,2072.73,3.68,-13.54,13206.33,UK,3813.56,126.45,Low,267.87,-221.7,37.05,-35.56,-120.46,-1935.36,-21.62,4227.18,-0.76,-11232.4,-52.04,2567.56,2871.52,2.17,6.12,-5584.68,-13.92,12.27,482.82,16613.3,269.58,3,-265.5,8.25,-1133.94,4,207.9,1696.64
-403.32,2450.37,10.76,-15.08,-2412.09,Europe,3733.94,-356.25,Very low,514.23,-295.23,-1012.57,-31.46,-93.22,-1543.32,-63.03,1230.15,3.25,-10779.46,-84.66,2402.16,2943.2,1.45,-23.01,-9545.24,-9.08,77.7,230.55,6106.08,264.99,2,-246.72,21.45,-1006.94,2,134.04,1049.23
-256.74,1137.9,21.82,-16.14,7605.45,Rest,5495.72,548.07,Medium,532.14,-259.89,-707.39,-28.44,-19.1,-523.1,4.4,3235.21,2.33,-4187.64,-177.76,2410.38,2728,3.62,-24.81,-8369.53,-6.66,50.28,626.67,22952.14,392.91,2,-312.27,13.14,-484.42,4,183.46,2867.5
-394.62,3147.21,11.3,-19.78,-4491.6,USA,3549.76,161.07,Low,433.77,-433.29,-309.64,-38.36,-4.8,-1543.74,-87.19,2082.13,0.63,-10215.68,-94.84,2332.96,1992.9,2.52,-13.59,-6123.75,-9.1,42.66,331.08,36634.22,246.27,4,-358.86,17.55,-2394.18,2,309.77,1559.08
-142.05,893.58,372.46,-13.56,-5667.51,USA,3336.38,419.35,Very low,496.2,-154.71,-404.68,-34.3,-112.3,-1239.64,3.34,2782.2,-0.16,-10534.5,-215.96,2942.21,2370.84,7.99,-13.8,-16599.51,-6.94,46.32,219.42,22477.78,274.89,3,-290.94,24.88,-1245.94,5,234.98,1720.81
-144.36,2049.03,0.5,-30.1,10474.77,Rest,3532.78,-293.57,Very low,341.31,-252.9,-1123.97,-33.52,-66.22,-1868.72,-4.05,6772.64,6.22,-10107.76,-99.16,2075.34,3390.62,4.55,-3.96,-5916.03,-8,44.34,201.63,20127.92,258.78,3,-219.6,13.51,-2715.38,3,197.43,-149.2
-351.12,1449.36,25.4,-15.4,-1178.16,Europe,3259.44,272.47,Very high,449.43,-164.91,-780.58,-35.44,-98.96,-698.3,-42.76,4476.18,6.17,-10597,-106.38,2296.6,2575.84,8.84,-11.13,-11578.85,-10.7,105.57,331.95,31020.2,335.61,6,-548.52,20.19,-1020.2,5,168.89,919.64
-223.68,2897.76,0.26,-24.1,-2692.02,Rest,4046.28,-84.41,High,583.56,-159.63,-627.29,-39.46,-27.36,-2195.34,-9.61,-15.95,2.43,-17449.3,-91.32,2374.72,1878.26,4.65,-17.13,-12648.15,-9.9,49.02,281.55,24986.86,353.73,4,-329.13,20.07,-2018.56,4,171.64,1715.05
-246.51,2708.55,6.36,-18.14,-7032.09,USA,4482.58,-408.82,Low,547.56,-448.2,-523.3,-35.5,-92.04,-1701.14,-92.02,3567.95,4.86,-10542.6,-53.16,2520.6,1674,1.66,7.11,-11175.66,-21.5,49.17,307.98,20250.84,242.1,3,-251.55,20.68,-1436.48,3,185.43,1623.27
-117.78,2491.11,29.92,-14.6,9220.08,Europe,3720.12,451.21,Medium,497.31,-235.02,-367.59,-37.68,-77.5,-940.5,-2.86,3773.47,-1.57,-9965.88,-2.02,2040.79,3227.8,4.71,-4.2,-9041.61,-6,81.48,420.42,25271.38,231.96,5,-341.55,21.36,-1807.32,2,168.62,1450.05
-248.31,2600.43,757.32,-26.92,12731.34,USA,4525.34,172.69,Low,479.4,-397.41,-244.11,-41.58,70.74,-1483.5,-35.16,9022.24,3.3,-9652.04,-109.58,2031.91,2374.76,1.44,-1.83,-5503.45,-10.94,49.59,85.77,19837.42,263.22,2,-302.61,28.57,-2689.76,5,147.96,849.12
-232.26,1468.08,0.16,-20.8,15696.72,UK,4539.58,623.67,Medium,467.67,-198.48,-510.53,-40.32,51.78,-2194.58,-25.58,1140.96,4.34,-10617.08,-103.52,2283.16,2149.22,1.12,-4.95,-5588.71,-13.08,41.85,311.1,23138.88,200.46,6,-186.36,21.65,-523.48,4,-4.11,-962.78
-197.58,54.06,21.04,-15,-724.89,USA,6088.54,228.37,Low,393,-336.09,-269.88,-39.96,-32.76,-2338.24,-60.37,2857.76,2.88,-8021.12,-114.58,2715,3500.48,1.96,-9.39,-10392.24,-6.36,58.68,1.8,26693.6,169.5,5,-336.63,18.67,-1824.54,3,153.98,778.84
-348.33,1963.2,0,-32.7,5193.48,Rest,2651.96,-236.05,Very high,588.24,-240.45,-32.97,-36.5,15.62,-1394.82,12.38,2614.63,8.92,-11939.36,-43.98,2551.22,2051.9,1.35,-26.07,-11768.56,-7.34,54.39,333.33,23454.28,109.65,4,-152.01,22.69,-2398.36,4,224.36,-132.5
-149.91,-38.79,5050.46,-22.14,11774.58,UK,4144.48,235.38,High,-34.56,-300.81,-856.91,-35.66,37.2,-2251.96,8.8,5625.65,5.45,-7004.1,-182.3,3038.28,1442.16,5.5,-1.41,-7072.45,-14.14,47.64,170.94,11850.12,133.92,3,-266.4,25.77,-1221.18,3,165.21,2051.63
-223.71,862.23,28.16,-27.9,7809.84,UK,3381,-419.09,Very high,480.57,-291.39,-929.6,-25.04,-15.58,-1522.48,7.13,3027.26,6.44,-7453.92,-26.54,2396.7,3029.26,6.75,-32.85,-8914.43,-8.66,41.49,263.67,20987.84,435.93,7,-210.33,22.59,-1850.78,6,111.28,-1106.38
